fit,route,acronym,title,scheme,start,end,ec_contribution,coordinator,coord_country,coord_city,coord_url,coord_contact_form,n_partners,partner_institutions,tags,cordis_url
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",POND,Proglacial lake impacts on the export of Organic carbon and Nutrients to Downstream ecosystems,HORIZON-TMA-MSCA-PF-EF,2026-09-01,2028-08-31,"251578,56",UNIVERSITETET I TROMSOE - NORGES ARKTISKE UNIVERSITET,NO,Tromso,http://uit.no/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999874643/101205304,1,NORGES VASSDRAGS- OG ENERGIDIREKTORAT (NO),"biodiv,spatial",https://cordis.europa.eu/project/id/101205304
5,PI-HELD GRANT - cold outreach to coordinator,UNDERPIN,oUtcome iNDicators to mEasuRe Progress on climate resIlieNce,HORIZON-RIA,2025-09-01,2028-08-31,"2998937,5",ETABLISSEMENT D'ENSEIGNEMENT SUPERIEUR CONSULAIRE HAUTES ETUDES COMMERCIALES DE PARIS,FR,Jouy-En-Josas,https://www.hec.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/948986115/101215153,8,FONDAZIONE CENTRO EURO-MEDITERRANEOSUI CAMBIAMENTI CLIMATICI (IT) | FUNDACION TECNALIA RESEARCH & INNOVATION (ES) | INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE (AT) | STICHTING CLIMATE-KIC INTERNATIONAL FOUNDATION (NL) | ICLEI EUROPEAN SECRETARIAT GMBH (ICLEI EUROPASEKRETARIAT GMBH) (DE) | ADELPHI RESEARCH GEMEINNÜTZIGE GMBH (DE) | FRESH-THOUGHTS CONSULTING GMBH (AT) | STICHTING INTERNATIONAL INSTITUTE FOR ENVIRONMENT AND DEVELOPMENT EUROPE (NL),culturomics,https://cordis.europa.eu/project/id/101215153
5,PI-HELD GRANT - cold outreach to coordinator,DETECTOR,Deepfake Evidence and Technology for Forensic Content Oversight and Research,HORIZON-RIA,2025-09-01,2028-08-31,"4489405,5",ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,EL,THERMI THESSALONIKI,https://www.certh.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998802502/101225942,16,FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH (ES) | ENGINEERING - INGEGNERIA INFORMATICA SPA (IT) | SHEFFIELD HALLAM UNIVERSITY (UK) | CYBERCRIME RESEARCH INSTITUTE GMBH (DE) | STOWARZYSZENIE POLSKA PLATFORMA BEZPIECZENSTWA WEWNETRZNEGO (PL) | DIGINNOV - DIGITAL INNOVATION CONSULTING S.R.L. (IT) | UNIVERSITA DEGLI STUDI DI FIRENZE (IT) | SISAMINISTERIO (SM) (FI) | Netherlands Forensic Institute (NL) | Ministerio da Justica (PT) | MINISTERO DELLA DIFESA (IT) | INSIKT INTELLIGENCE S.L. (ES) | THELOGICALLY LTD (UK) | HOME OFFICE (UK) | UNIVERSIDAD DE LA LAGUNA (ES) | INSIKT INTELLIGENCE S.L. (ES),trade,https://cordis.europa.eu/project/id/101225942
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",PoEthics East,The Ethics and Poetics of Remembering. Eastern European perspectives,HORIZON-TMA-MSCA-PF-EF,2026-09-01,2028-08-31,"276187,92",UNIVERSITY COLLEGE LONDON,UK,LONDON,http://www.ucl.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999975620/101276165,0,,culturomics,https://cordis.europa.eu/project/id/101276165
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",SEAFUN,Ecosystem function of Mediterranean rhodolith seascapes,HORIZON-TMA-MSCA-PF-EF,2026-09-01,2028-08-31,"194074,56",AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,ES,MADRID,http://www.csic.es,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991722/101285336,0,,"biodiv,spatial",https://cordis.europa.eu/project/id/101285336
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",PERSIST,What makes change last? Evaluating the multidimensional drivers of persistent agroforestry adoption.,HORIZON-TMA-MSCA-PF-EF,2026-09-01,2028-08-31,"217965,12",RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN,DE,BONN,http://www.uni-bonn.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999980276/101270221,1,Centro de Investigación en Ciencias de Información Geoespacial (MX),"biodiv,spatial",https://cordis.europa.eu/project/id/101270221
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",REGRASS,REGRASS: Resilience Evaluation of Grazing Rules Across Satellite Sensors,HORIZON-TMA-MSCA-PF-EF,2026-09-01,2028-08-31,"209914,56",UNIVERSIDAD DE ZARAGOZA,ES,ZARAGOZA,http://www.unizar.es,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999898214/101283108,1,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (ES),"biodiv,spatial",https://cordis.europa.eu/project/id/101283108
5,PI-HELD GRANT - cold outreach to coordinator,MetaQ,When enzymes join forces: unmasking a mitochondrial biosynthetic engine,HORIZON-ERC,2023-10-01,2028-09-30,2107750,UNIVERSITA DEGLI STUDI DI PAVIA,IT,Pavia,http://www.unipv.eu,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999893752/101094471,0,,trade,https://cordis.europa.eu/project/id/101094471
5,PI-HELD GRANT - cold outreach to coordinator,TRACE,Translational Research in Action for Cancer in regional Ecosystem,HORIZON-RIA,2025-10-01,2028-09-30,1992750,UNIVERSIDADE NOVA DE LISBOA,PT,Lisboa,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/960782479/101217160,8,SHINE 2EUROPE LDA (PT) | F6S NETWORK IRELAND LIMITED (IE) | GDANSKI UNIWERSYTET MEDYCZNY (PL) | UMOVI EVROPE - INSTITUT ZA NAUCNU IZVRSNOST I TEHNOLOSKI NAPREDAK (RS) | UNIVERZITET U NOVOM SADU FAKULTET TEHNICKIH NAUKA (RS) | Fundacja OmeaLife Rak piersi nie ogranicza (PL) | MINISTERIO DA SAUDE (PT) | EIT HEALTH INNOSTARS EV (DE),culturomics,https://cordis.europa.eu/project/id/101217160
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",CEREB-AMP,Alternative Splicing as a Driver of AMPAR Structural and Functional Diversity,HORIZON-TMA-MSCA-PF-EF,2026-10-01,2028-09-30,"194074,56",UNIVERSIDAD DE ZARAGOZA,ES,ZARAGOZA,http://www.unizar.es,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999898214/101282567,0,,trade,https://cordis.europa.eu/project/id/101282567
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",TuFF,Tuning into Fennoscandian forests: using bioacoustics to improve forest management for wildlife conservation,HORIZON-TMA-MSCA-PF-EF,2026-10-26,2028-10-25,"251578,56",NORGES MILJO-OG BIOVITENSKAPELIGE UNIVERSITET,NO,As,http://www.umb.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999902967/101275511,0,,"biodiv,spatial",https://cordis.europa.eu/project/id/101275511
5,PI-HELD GRANT - cold outreach to coordinator,APATHES,"Assessing Philosophical Authors and Texts from Herculaneum and elsewhere on Early Stoicism: Insights into ancient logic, physics, and ethics towards a new von Arnim",HORIZON-ERC,2023-11-01,2028-10-31,1999587,UNIVERSITA DEGLI STUDI DI TORINO,IT,Torino,http://www.unito.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999861936/101086695,0,,culturomics,https://cordis.europa.eu/project/id/101086695
5,PI-HELD GRANT - cold outreach to coordinator,HEPHAESTUS,HEritage Protocols for ArcHitecturAl European croSs-bordering siTes evalUationS,HORIZON-TMA-MSCA-SE,2024-11-01,2028-10-31,542800,UNIVERSITA DEGLI STUDI DI FIRENZE,IT,Florence,http://www.unifi.it/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999895789/101182877,8,"UNIVERSITA DEGLI STUDI DI PAVIA (IT) | POLITECHNIKA GDANSKA (PL) | INSTITUT ZA POVIJEST UMJETNOSTI INSTITUTE OF ART HISTORY (HR) | HOCHSCHULE BOCHUM FUER TECHNIK, WIRTSCHAFT UND GESUNDHEIT (DE) | METAHERITAGE SRL (IT) | FUNDACJA TO GET THERE (PL) | INSTYTUT KULTURY MIEJSKIEJ (PL) | TVRDJAVA KULTURE SIBENIK (HR)",culturomics,https://cordis.europa.eu/project/id/101182877
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",STRADA,"Swift TRADe in Anatolia. Roads, Texts, Donkeys and Merchants in the 19th Century BCE",HORIZON-TMA-MSCA-PF-EF,2026-11-01,2028-10-31,"226420,56",UNIVERSITE PARIS I PANTHEON-SORBONNE,FR,Paris,http://www.univ-paris1.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999859123/101263289,1,UNIVERSITA DEGLI STUDI DI MILANO (IT),"biodiv,spatial",https://cordis.europa.eu/project/id/101263289
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",SNAREopathies,High-throughput screen for disfunctions in GABA-switch in human neuronal models of SNAREopathies,HORIZON-TMA-MSCA-PF-EF,2026-11-01,2028-10-31,"247553,28",KOBENHAVNS UNIVERSITET,DK,KOBENHAVN,http://www.ku.dk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991043/101274608,0,,trade,https://cordis.europa.eu/project/id/101274608
5,PI-HELD GRANT - cold outreach to coordinator,MicrobiotaNeuroTalk,Trafficking mechanisms and physiological factors mediating a direct gut microbiota-brain neuron interaction,HORIZON-ERC,2023-12-01,2028-11-30,1875000,FUNDACAO GIMM - GULBENKIAN INSTITUTE FOR MOLECULAR MEDICINE,PT,LISBOA,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/877027732/101116569,1,FUNDACAO CALOUSTE GULBENKIAN (PT),trade,https://cordis.europa.eu/project/id/101116569
5,PI-HELD GRANT - cold outreach to coordinator,STAGE,"STAGE: From Stage to Data, the Digital Turn of  Contemporary Performing Arts Historiography",HORIZON-ERC,2024-01-01,2028-12-31,2487306,UNIVERSITE RENNES II,FR,Rennes Cedex,http://www.uhb.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999956220/101097091,0,,culturomics,https://cordis.europa.eu/project/id/101097091
5,PI-HELD GRANT - cold outreach to coordinator,BOSTAN TREE,Bioarchaeology of Orchards and Sustainable Terroir in the Arid Near East – Trends in Ecology and Evolution,HORIZON-ERC,2024-01-01,2028-12-31,3496176,UNIVERSITY OF HAIFA,IL,HAIFA,http://www.haifa.ac.il,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999897826/101096539,0,,culturomics,https://cordis.europa.eu/project/id/101096539
5,DOCTORAL NETWORK - structured PhD recruitment,HealthIntelAct,"Actionable Performance Intelligence towards Health and Care Systems for People, Planet, and Prosperity",HORIZON-TMA-MSCA-DN-ID,2025-01-01,2028-12-31,3957048,STICHTING AMSTERDAM UMC,NL,Amsterdam,http://www.vumc.nl,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/919322739/101168576,40,"OPTIMEDIS AG (DE) | REGION NORDJYLLAND (NORTH DENMARK REGION) (DK) | UNIVERSITATEA DE MEDICINA SI FARMACIE CAROL DAVILA DIN BUCURESTI (RO) | SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO S ANNA (IT) | MINISTERE DE LA SANTE ET DE LA SECURITE SOCIALE (LU) | NACIONALNI INSTITUT ZA JAVNO ZDRAVJE (SI) | ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT (FR) | FORUM DES PATIENTS EUROPEENS (BE) | Private Universitaet Witten/Herdecke gGmbH (DE) | STICHTING PHAROS EXPERTISECENTRUM GEZONDHEIDSVERSCHILLEN (NL) | REGION MIDTJYLLAND (DK) | Canadian Institute for Health Information (CA) | Egton Medical Information Systems Limited (UK) | AGENZIA NAZIONALE PER I SERVIZI SANITARI REGIONALI (IT) | AZIENDA USL TOSCANA NORD OVEST (IT) | REGIONE TOSCANA (IT) | National Authority for Quality Management in Healthcare (RO) | EUROPEAN HOSPITAL AND HEALTHCARE FEDERATION (BE) | HEALTH CARE WITHOUT HARM EUROPE (BE) | Hampshire Hospitals NHS Trust (UK) | THE ROYAL COLLEGE OF GENERAL PRACTITIONERS (UK) | Registered Nurses Association of Ontario (CA) | DASYS (DK) | ASKLEPIOS KLINIKEN HAMBURG GMBH (DE) | Allianz Kommunaler Großkrankenhäuser e.V. (DE) | SCHLESINGER GROUP MARKET RESEARCH SPAIN SL (ES) | Serectrix srls (IT) | Fundament Subsidieadvies (NL) | FUNDACION PARA EL FOMENTO DE LA INVESTIGACION SANITARIA Y BIOMEDICA DE LA COMUNITAT VALENCIANA (ES) | International Network of Health Promoting Hospitals and Health Services (DE) | EUROPEAN FORUM FOR PRIMARY CARE (NL) | Sindacato Pensionati Italiani SPI CGIL (IT) | INSTITUTUL NATIONAL DE SANATATE PUBLICA (RO) | ASOCIATIA COALITIA ORGANIZATIILOR PACIENTILOR CU AFECTIUNI CRONICE DIN ROMANIA (RO) | OptiMedis-COBIC UK Limited (UK) | WOLFRAM RESEARCH EUROPE LIMITED (UK) | UNIVERSITEIT VAN AMSTERDAM (NL) | AALBORG UNIVERSITET (DK) | THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD (UK) | UNIVERZA V LJUBLJANI (SI)",culturomics,https://cordis.europa.eu/project/id/101168576
5,DOCTORAL NETWORK - structured PhD recruitment,BEYOND,Beyond the current: Improving European flowing waters in an era of global change,HORIZON-TMA-MSCA-DN,2025-01-01,2028-12-31,2192760,SVERIGES LANTBRUKSUNIVERSITET,SE,Uppsala,http://www.slu.se,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999887350/101169293,36,"TEAGASC - AGRICULTURE AND FOOD DEVELOPMENT AUTHORITY (IE) | AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (ES) | INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT (FR) | UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN (IE) | FORSCHUNGSZENTRUM JULICH GMBH (DE) | HELMHOLTZ-ZENTRUM FUR UMWELTFORSCHUNG GMBH - UFZ (DE) | WASSERKLUSTER LUNZ BIOLOGISCHE STATION GMBH (AT) | INSTITUT NATIONAL D'ENSEIGNEMENT SUPERIEUR POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT (FR) | RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN (DE) | UNIVERSITAET POTSDAM (DE) | UNIVERSITAET FUER BODENKULTUR WIEN (AT) | UNIVERSITAT DE BARCELONA (ES) | Biomathematics and Statistics Scotland (UK) | NORSK INSTITUTT FOR VANNFORSKNING STI (NO) | SVERIGES METEOROLOGISKA OCH HYDROLOGISKA INSTITUT (SE) | AGRIFOOD AND BIOSCIENCES INSTITUTE (UK) | SZKOLA GLOWNA GOSPODARSTWA WIEJSKIEGO (PL) | SCOTTISH ENVIRONMENT PROTECTION AGENCY (UK) | Centre de Ressour-ces et dExpertise Scientifique sur lEau en Bretagne (FR) | ENVIRONMENTAL PROTECTION AGENCY (IE) | Landesbetrieb für Hochwasserschutz und Wasserwirtschaft (DE) | CONSORCI BESOS TORDERA (ES) | AGENCIA CATALANA DE L'AIGUA (ES) | LUODE CONSULTING OY (FI) | TRIOS MESS- UND DATENTECHNIK GMBH (DE) | POSTNOVA ANALYTICS GMBH (DE) | CARBERY FOOD INGREDIENTS LIMITED (IE) | Chivas Brothers Ltd (UK) | INTEL RESEARCH AND DEVELOPMENT IRELAND LIMITED (IE) | EasyMining Sweden AB (SE) | CONSERVATION EDUCATION AND RESEARCH TRUST (UK) | UNIVERSITY OF NEW HAMPSHIRE CORPORATION (US) | University of Notre Dame du Lac (US) | UNIVERSITY OF LANCASTER (UK) | UNIVERSITY OF ULSTER (UK) | THE JAMES HUTTON INSTITUTE (UK)",culturomics,https://cordis.europa.eu/project/id/101169293
5,PI-HELD GRANT - cold outreach to coordinator,ANIPH,Avoiding the Negative Impacts produced by Plastic materials in Humanitarian contexts,HORIZON-RIA,2025-01-01,2028-12-31,"3999801,25",ASOCIACION EMPRESARIAL DE INVESTIGACION CENTRO TECNOLOGICO DEL CALZADOY DEL PLASTICO DE LA REGION DE MURCIA,ES,Alhama De Murcia,http://www.ctcalzado.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/963416417/101181943,8,CETEC BIOTECHNOLOGY SL (ES) | GEOPONIKO PANEPISTIMION ATHINON (EL) | TERRAVERDAE BIOWORKS (CA) | UNIVERSIDAD DE GRANADA (ES) | stichting global organization for PHA (GO!PHA) (NL) | KNOWLEDGE VALUE CONSULTING (BE) | SENIOR EUROPA SOCIEDAD LIMITADA (ES) | FONDAZIONE ICONS (IT),culturomics,https://cordis.europa.eu/project/id/101181943
5,PI-HELD GRANT - cold outreach to coordinator,TRICUSO,Three Research Infrastructures together: Carbon Uptake Southern Ocean,HORIZON-RIA,2025-01-01,2028-12-31,9999300,NORCE RESEARCH AS,NO,BERGEN,http://www.norceresearch.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/905860788/101188028,17,SEASCAPE BELGIUM (BE) | SORBONNE UNIVERSITE (FR) | EUROPEAN MARINE BIOLOGICAL RESOURCE CENTRE EUROPEAN RESEARCH INFRASTRUCTURE CONSORTIUM (FR) | THE UNIVERSITY OF EXETER (UK) | SUBCTECH GMBH (DE) | IMOCA (FR) | HELMHOLTZ-ZENTRUM FUR OZEANFORSCHUNG KIEL (GEOMAR) (DE) | NKE INSTRUMENTATION (FR) | NATIONAL OCEANOGRAPHY CENTRE (UK) | VLAAMS INSTITUUT VOOR DE ZEE (BE) | CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS (FR) | INTEGRATED CARBON OBSERVATION SYSTEM EUROPEAN RESEARCH INFRASTRUCTURECONSORTIUM (FI) | EURO-ARGO ERIC (FR) | WORLD METEOROLOGICAL ORGANIZATION (CH) | UNIVERSITY OF EAST ANGLIA (UK) | INSTYTUT OCEANOLOGII POLSKIEJ AKADEMII NAUK (PL) | SOUTH ATLANTIC ENVIRONMENTAL RESEARCH INSTITUTE (UK),culturomics,https://cordis.europa.eu/project/id/101188028
5,PI-HELD GRANT - cold outreach to coordinator,BioClima,"Improving Monitoring for Better Integrated Climate and Biodiversity Approaches, Using Environmental and Earth Observations",HORIZON-RIA,2025-01-01,2028-12-31,"4999437,5",ZAPADOCESKA UNIVERZITA V PLZNI,CZ,Pilsen,http://www.zcu.cz,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999843894/101181408,36,"SINTEF AS (NO) | PLAN4ALL ZS (CZ) | EREVNITIKO PANEPISTIMIAKO INSTITOUTO SYSTIMATON EPIKOINONION KAI YPOLOGISTON (EL) | KATHOLIEKE UNIVERSITEIT LEUVEN (BE) | ASPLAN VIAK AS (NO) | VYZKUMNY A SLECHTITELSKY USTAV OVOCNARSKY HOLOVOUSY SRO (CZ) | LUNDS UNIVERSITET (SE) | UNIVERSITATEA DIN BUCURESTI (RO) | NEURALIO AI IKE (EL) | NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU (NO) | IDC ITALIA SRL (IT) | UNIVERSITEIT TWENTE (NL) | SUOMEN YMPARISTOKESKUS (FI) | OPEN GEOSPATIAL CONSORTIUM EUROPE (BE) | INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE (AT) | METEOBLUE AG (CH) | Aerospace Information Research Institute, Chinese Academy of Sciences (CN) | INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES (CN) | Institute of Semiconductors, Chinese Academy of Sciences (CN) | Nanjing Institute of Environmental Sciences, Ministry of Ecology and Environment (CN) | Fujian Space Carbon Technology Group co., Ltd (CN) | INSTITUTE OF GEOGRAPHICAL SCIENCES AND NATURAL RESOURCES RESEARCH, CHINESE ACADEMY OF SCIENCES (CN) | LANZHOU JIAOTONG UNIVERSITY (CN) | Qingdao University of Technology (CN) | Hangzhou City University (CN) | EllipSpace (Beijing) Technology Co., Ltd. (CN) | Wuyi University (CN) | China University of Mining and Technology (CN) | Zhejiang University (CN) | Institute of Agricultural Resources and Regional Planning CAAS (CN) | Ecology and Nature Conservation Institute,Chinese Academy of Forestry (CN) | BEIJING NORMAL UNIVERSITY (CN) | Institute of Subtropical Agriculture, Chinese Academy of Sciences (CN) | Foreign Environmental Cooperation Center (FECO), Ministry of Ecology and Environment (CN) | Environmental Development Center of the Ministry of Ecology and Environment(Sino-Japan Friendship Centre for Environmental Protection) (CN) | Institutes of Science and Development, Chinese Academy of Sciences (CN)","biodiv,spatial",https://cordis.europa.eu/project/id/101181408
5,PI-HELD GRANT - cold outreach to coordinator,HARARA,Co-creating inclusive local climate adaptation practices to deal with experienced heat,HORIZON-RIA,2026-01-01,2028-12-31,"1999658,75",ERASMUS UNIVERSITEIT ROTTERDAM,NL,Rotterdam,http://www.eur.nl,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999839335/101216412,4,UNIVERSITEIT ANTWERPEN (BE) | EMPACT (BE) | STICHTING CULTUURWERKPLAATS TARWEWIJK (NL) | TECHNISCHE UNIVERSITEIT DELFT (NL),culturomics,https://cordis.europa.eu/project/id/101216412
5,PI-HELD GRANT - cold outreach to coordinator,PUREPOLIS,Dynamic Abatement Strategies for maximized environmental and societal health in cities,HORIZON-RIA,2026-01-01,2028-12-31,4937518,HELMHOLTZ ZENTRUM MUENCHEN DEUTSCHES FORSCHUNGSZENTRUM FUER GESUNDHEIT UND UMWELT GMBH,DE,Neuherberg,http://www.helmholtz-muenchen.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999994729/101234870,18,UNIVERSITEIT TWENTE (NL) | ACONDICIONAMIENTO TARRASENSE ASSOCIACION (ES) | UMIT TIROL - PRIVATE UNIVERSITAT FUR GESUNDHEITSWISSENSCHAFTEN UND TECHNOLOGIE GMBH (AT) | Healthy Cities S.L. (ES) | EUROPEAN PUBLIC HEALTH ALLIANCE (BE) | UNINOVA-INSTITUTO DE DESENVOLVIMENTO DE NOVAS TECNOLOGIAS-ASSOCIACAO (PT) | TREE TECHNOLOGY SA (ES) | LAPPEENRANNAN-LAHDEN TEKNILLINEN YLIOPISTO LUT (FI) | UNIVERSITAET AUGSBURG (DE) | substitute ApS (DK) | KINTSUGI-LOWCARBON (FR) | UNIVERSIDAD DE VIGO (ES) | EUROQUALITY SAS (FR) | FUNDACION DE LA COMUNITAT VALENCIANA PARA LA PROMOCION ESTRATEGICA EL DESARROLLO Y LA INNOVACION URBANA (ES) | NANTES METROPOLE (FR) | Air Pays de la Loire (FR) | ACOUCITE (FR) | RYBNIK - MIASTO NA PRAWACH POWIATU (PL),culturomics,https://cordis.europa.eu/project/id/101234870
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",SocialTHOI,Temporal higher order interactions in social dynamics: From theoretical models to controlled experiments,HORIZON-TMA-MSCA-PF-EF,2027-01-01,2028-12-31,"194074,56",UNIVERSIDAD POMPEU FABRA,ES,Barcelona,http://www.upf.edu,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999867077/101281714,1,IT-UNIVERSITETET I KOBENHAVN (DK),culturomics,https://cordis.europa.eu/project/id/101281714
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",POLIT,The Politics of Illicit Transit: Governing Fragmented Drug Routes in Honduras and Uruguay,HORIZON-TMA-MSCA-PF-GF,2026-10-01,2028-12-31,"247427,31",THE UNIVERSITY COURT OF THE UNIVERSITY OF ST ANDREWS,UK,ST ANDREWS,http://www.st-andrews.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984253/101282607,1,UNIVERSIDAD CATOLICA DEL URUGUAY DAMASO ANTONIO LARRANAGA ASOCIACION CIVIL (UY),trade,https://cordis.europa.eu/project/id/101282607
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",Lipid-Ex,Decoding the Lipidome of Adipose-Derived Extracellular Vesicles in Ovarian Cancer: Mechanistic Insight into Tumor-Adipose Crosstalk,HORIZON-TMA-MSCA-PF-EF,2027-01-01,2028-12-31,"202125,12",PHILIPPS UNIVERSITAET MARBURG,DE,Marburg,http://www.uni-marburg.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999848938/101272555,1,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV (DE),trade,https://cordis.europa.eu/project/id/101272555
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",MASKILICCORPUS,The Scribes of the Maskilic Corpus:  The Scribal Community of Practice behind the Dead Sea Scrolls,HORIZON-TMA-MSCA-PF-EF,2027-01-01,2028-12-31,"267418,56",UNIVERSITETET I AGDER,NO,Kristiansand,https://www.uia.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998822969/101278192,0,,culturomics,https://cordis.europa.eu/project/id/101278192
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",LipoTAME,Harnessing engineered lipid nanoparticles to tame autoimmune neuroinflammation by inducing regulatory T cells through CNS myeloid reprogramming,HORIZON-TMA-MSCA-PF-EF,2027-01-15,2029-01-14,200400,VRIJE UNIVERSITEIT BRUSSEL,BE,BRUSSEL,http://www.vub.ac.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999902094/101276645,0,,trade,https://cordis.europa.eu/project/id/101276645
5,PI-HELD GRANT - cold outreach to coordinator,MILKOSOMES,"Breast Milk Biomimetic Nano Particles as a Versatile, Non-Invasive, Oral Drug Delivery Tool",HORIZON-ERC,2024-03-01,2029-02-28,2437500,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,IL,Haifa,http://www.technion.ac.il,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999907720/101115723,0,,trade,https://cordis.europa.eu/project/id/101115723
